type,number,name,foreign name,state,company,time
US military standards MIL,QPL-7808-2020,"Lubricating Oil, Aircraft Turbine Engine, Synthetic Base","Lubricating Oil, Aircraft Turbine Engine, Synthetic Base",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/11/18
US military standards MIL,MS 16680-1967(R1992),"Insulator, Bushing: Spark Plug Cable Elbow (Other Than Aircraft)","INSULATOR, BUSHING: SPARK PLUG CABLE ELBOW (OTHER THAN AIRCRAFT)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/7/10
US military standards MIL,QPL-6843-1964(R1967),"Electrode, Welding, Covered, Mild And Alloy Steel (For Aircraft Applications)","ELECTRODE, WELDING, COVERED, MILD AND ALLOY STEEL (FOR AIRCRAFT APPLICATIONS)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1967/8/3
US military standards MIL,QPL-7099-1998(R2009),"Terminals; Lug And Splice, Crimp Style Aluminum, For Aluminum Aircraft Wire","TERMINALS; LUG AND SPLICE, CRIMP STYLE ALUMINUM, FOR ALUMINUM AIRCRAFT WIRE",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2009/6/15
US military standards MIL,QPL-7439-1975(R1983),"Coating System, Elastomeric, Rain Erosion Resistant And Rain Erosion Resistant With Anti-Static Treatment, For Exterior Aircraft And Missile Plastic Parts","COATING SYSTEM, ELASTOMERIC, RAIN EROSION RESISTANT AND RAIN EROSION RESISTANT WITH ANTI-STATIC TREATMENT, FOR EXTERIOR AIRCRAFT AND MISSILE PLASTIC PARTS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/1/21
US military standards MIL,QPL-27195-1978(R1983),"Accelerometer, Aircraft Abu-6/A","ACCELEROMETER, AIRCRAFT ABU-6/A",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/2/24
US military standards MIL,MIL-C-5501/17-1975(R1998),"Plug, Protective, Dust And Moisture Seal For Av-8 Aircraft Fittings With Brithish Size Pipe Threads","PLUG, PROTECTIVE, DUST AND MOISTURE SEAL FOR AV-8 AIRCRAFT FITTINGS WITH BRITHISH SIZE PIPE THREADS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/8/17
US military standards MIL,QPL-85570-2020,"Cleaning Compounds, Aircraft, Exterior","Cleaning Compounds, Aircraft, Exterior",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/10/27
US military standards MIL,MS 27592-1987,"Nipple, Adapter, Servicing, Us Ground Equipment To Raf Aircraft","NIPPLE, ADAPTER, SERVICING, US GROUND EQUIPMENT TO RAF AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/9/25
US military standards MIL,QPL-AS70991-2018,"Terminals: Lug And Splice, Crimp Style, Aluminum, For Aluminum Aircraft Wire","Terminals: Lug and Splice, Crimp Style, Aluminum, for Aluminum Aircraft Wire",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/3/6
US military standards MIL,QPL-25676-1998,"Adapter, Pressure Lubricating Oil Servicing, Aircraft, General Specification For","ADAPTER, PRESSURE LUBRICATING OIL SERVICING, AIRCRAFT, GENERAL SPECIFICATION FOR",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/11/23
US military standards MIL,A-A-50742-1987(R2013),"Aircraft Mover, Electrically Powered","AIRCRAFT MOVER, ELECTRICALLY POWERED",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/9/9
US military standards MIL,MS 26538-1975(R1996),"Tire , Pneumatic, Aircraft. 20 X 4.4 (Navy)","TIRE , PNEUMATIC, AIRCRAFT. 20 X 4.4 (NAVY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 14225-1982(R1996),"Tire, Pneumatic, Aircraft, 26 X 7.75-13","TIRE, PNEUMATIC, AIRCRAFT, 26 X 7.75-13",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 25440-1974(R1999),"Washers, For Use With Aircraft Aluminum Terminals","WASHERS, FOR USE WITH AIRCRAFT ALUMINUM TERMINALS",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/11/4
US military standards MIL,MS 26520-1957(R1996),"Handles, Control, Aircraft Supercharger, Large","HANDLES, CONTROL, AIRCRAFT SUPERCHARGER, LARGE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/11/26
US military standards MIL,MS 3381-1982(R1996),"Tire, Pneumatic, Aircraft, Rebuilt 24X5.5 (200 Mph) Type Vii (Navy)","TIRE, PNEUMATIC, AIRCRAFT, REBUILT 24X5.5 (200 MPH) TYPE VII (NAVY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 3384-1981(R1996),"Tire, Pneumatic, Aircraft, Rebuilt, 28 X 7.7 (200 Mph) Type Vii (Navy)","TIRE, PNEUMATIC, AIRCRAFT, REBUILT, 28 X 7.7 (200 MPH) TYPE VII (NAVY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 3385-1982(R1996),"Tire, Pneumatic, Aircraft, Rebuilt 28 X 9.0","TIRE, PNEUMATIC, AIRCRAFT, REBUILT 28 X 9.0",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MIL-DTL-25677/1-2014(R2019),"Adapter, Pressure Lubricating Oil Servicing, Aircraft","ADAPTER, PRESSURE LUBRICATING OIL SERVICING, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/29
US military standards MIL,MIL-T-18303B-1966,"Test Procedures; Preproduction, Acceptance, And Life For Aircraft Electronic Equipment, Format For","Test Procedures; Preproduction, Acceptance, And Life For Aircraft Electronic Equipment, Format For",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/1
US military standards MIL,MIL-DTL-32122C-2011,"Cartridge, Aircraft Fire Extinguiser Jl42, Jl43, Jl44","Cartridge, Aircraft Fire Extinguiser Jl42, Jl43, Jl44",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/4/4
US military standards MIL,MIL-DTL-32129A-2009,"Catapult, Aircraft Ejection Seat, Cku-7A/A Assembly","Catapult, Aircraft Ejection Seat, Cku-7A/A Assembly",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2009/3/10
US military standards MIL,MIL-C-7922-1952,"Camera, Aircraft, Reconnaissance, With 24 And 36 Inch Lens Cones And Body, Type Ca-13A","CAMERA, AIRCRAFT, RECONNAISSANCE, WITH 24 AND 36 INCH LENS CONES AND BODY, TYPE CA-13A",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1952/10/30
US military standards MIL,MIL-C-7974/3-1994,"Connector, Plug, Attachable, External Electric Power, Aircraft, Single-Jacketed Cable Assemblies, 115/200 Volt, 400 Hertz","Connector, Plug, Attachable, External Electric Power, Aircraft, Single-Jacketed Cable Assemblies, 115/200 Volt, 400 Hertz",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2006/2/20
US military standards MIL,MIL-C-7974/4-1994,"Cable Assembly, External Electric Power, Aircraft, Single-Jacketed115/200 Volt, 400 Hertz","Cable Assembly, External Electric Power, Aircraft, Single-Jacketed115/200 Volt, 400 Hertz",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2006/2/20
US military standards MIL,MIL-P-18148C-1971,"Plugs, Electric, Aircraft Storage Battery","Plugs, Electric, Aircraft Storage Battery",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/9/8
US military standards MIL,MIL-C-82686-1979,"Catapult, Aircraft Ejection Seat, Cku-7/A Rework Assembly","Catapult, Aircraft Ejection Seat, Cku-7/A Rework Assembly",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/7/10
US military standards MIL,MIL-B-25337B-1970,"Bottle Assemblies, Vacuum, Aircraft","Bottle Assemblies, Vacuum, Aircraft",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1990/8/3
US military standards MIL,MIL-T-25435B-1981,"Transmitter, Pressure, Aircraft, Variable Reluctance Type","Transmitter, Pressure, Aircraft, Variable Reluctance Type",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/9/15
US military standards MIL,MIL-T-26225B-1995,"Trailer, Lift, Aircraft-Missile Engine Etu-8/E","Trailer, Lift, Aircraft-Missile Engine Etu-8/E",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/4/28
US military standards MIL,MIL-P-25030A-1963,"Pump,Rotary,Power-Driven,Fuel,Aircraft","Pump,Rotary,Power-Driven,Fuel,Aircraft",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1982/4/23
US military standards MIL,MIL-C-83821-1990,"Crane, Wheel Mounted, Crash, Rough Terrain, Hydraulic Full Revolving, 4X4, Ded, Fighter Type Aircraft","Crane, Wheel Mounted, Crash, Rough Terrain, Hydraulic Full Revolving, 4X4, Ded, Fighter Type Aircraft",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/1/18
US military standards MIL,A-A-59620-2017,"Test Stand, Aircraft Generator Units","TEST STAND, AIRCRAFT GENERATOR UNITS",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2017/8/7
US military standards MIL,MIL-DTL-22442/42-1998(R2013),"Cable Assembly, Aircraft Audio, S-3A Cable Adapter","CABLE ASSEMBLY, AIRCRAFT AUDIO, S-3A CABLE ADAPTER",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/11/7
US military standards MIL,MIL-T-6780-1950(R1989),Test Procedure For Electrical Installations In Aircraft,TEST PROCEDURE FOR ELECTRICAL INSTALLATIONS IN AIRCRAFT,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1989/6/21
US military standards MIL,MIL-DTL-22442/6-1998(R2019),"Cable Assembly, Aircraft Audio, Qualification By Similarity","CABLE ASSEMBLY, AIRCRAFT AUDIO, QUALIFICATION BY SIMILARITY",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/3/26
US military standards MIL,MIL-S-7886/1002-1975(R1994),"Spark Plug: Shielded, Fine Wire Platinum Electrode, Type 1 For Aircraft Reciprocating, Engines","SPARK PLUG: SHIELDED, FINE WIRE PLATINUM ELECTRODE, TYPE 1 FOR AIRCRAFT RECIPROCATING, ENGINES",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/1/3
US military standards MIL,MIL-DTL-22442/62-2009(R2018),"Cable Assembly, Aircraft Audio","CABLE ASSEMBLY, AIRCRAFT AUDIO",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/12/3
US military standards MIL,MIL-F-8815/28-1985(R1996),"Filter Element, Noncleanable, Fluid Pressure, Hydraulic Line, 3000 Psi, 5 Micron Absolute, -65 Degrees To +160 Degrees F, P3 Aircraft, Pump Outlet, 8 Gpm","FILTER ELEMENT, NONCLEANABLE, FLUID PRESSURE, HYDRAULIC LINE, 3000 PSI, 5 MICRON ABSOLUTE, -65 DEGREES TO +160 DEGREES F, P3 AIRCRAFT, PUMP OUTLET, 8 GPM",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/11
US military standards MIL,MIL-T-27260-1970(R1992),"Tie Down, Cargo, Aircraft, Cgu-1/B","TIE DOWN, CARGO, AIRCRAFT, CGU-1/B",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/6/23
US military standards MIL,MIL-E-25113-1955(R1996),"Engines, Aircraft, Reciprocating, Preliminary","ENGINES, AIRCRAFT, RECIPROCATING, PRELIMINARY",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/25
US military standards MIL,MIL-DTL-22442/4-1998(R2019),"Cable Assembly, Aircraft Audio, Connector (U-61/U)","CABLE ASSEMBLY, AIRCRAFT AUDIO, CONNECTOR (U-61/U)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/2/14
US military standards MIL,MIL-L-21652-1964(R1992),"Light, Beacon, Anticollision, Aircraft","LIGHT, BEACON, ANTICOLLISION, AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/5/29
US military standards MIL,MIL-P-6070-1986,Plywood And Veneer Aircraft Flat Panel,PLYWOOD AND VENEER AIRCRAFT FLAT PANEL,,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/2/24
US military standards MIL,QPL-5521-2006(R2007),"Washer, Aircraft Hydraulic Packing Back-Up","WASHER, AIRCRAFT HYDRAULIC PACKING BACK-UP",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2007/6/6
US military standards MIL,QPL-6746-1960(R1981),"Switch, Rotary, Shielded, Aircraft Ignition","SWITCH, ROTARY, SHIELDED, AIRCRAFT IGNITION",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1981/9/21
US military standards MIL,QPL-7886/26-1981(R1983),"Spark Plug, Shielded, Aircraft Reciprocating Engine Model C/R2000-4","SPARK PLUG, SHIELDED, AIRCRAFT RECIPROCATING ENGINE MODEL C/R2000-4",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/5/25
US military standards MIL,DI-SESS-81067-2019,"Logbooks And Records, Aircraft And Aeronautical Equipment","LOGBOOKS AND RECORDS, AIRCRAFT AND AERONAUTICAL EQUIPMENT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/10/15
US military standards MIL,QPL-8346-1956(R1983),"Light, Landing, Aircraft, Retractable","LIGHT, LANDING, AIRCRAFT, RETRACTABLE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/3/11
US military standards MIL,QPL-8378-1977(R1983),"Frequency Meters, Aircraft 380 To 420 Hertz And 350 To 450 Hertz","FREQUENCY METERS, AIRCRAFT 380 TO 420 HERTZ AND 350 TO 450 HERTZ",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/6/30
US military standards MIL,QPL-8446-1960(R1978),"Hydraulic Fluid, Nonpetroleum Base, Aircraft","HYDRAULIC FLUID, NONPETROLEUM BASE, AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1978/6/13
US military standards MIL,MIL-STD-1374-1977(R2005),Weight And Balance Data Reporting Forms For Aircraft (Including Rotorcraft),WEIGHT AND BALANCE DATA REPORTING FORMS FOR AIRCRAFT (INCLUDING ROTORCRAFT),,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2005/7/18
US military standards MIL,MIL-I-8677-1954(R1991),Installation Of Armament Control Systems And Associated Equipment In Naval Aircraft,INSTALLATION OF ARMAMENT CONTROL SYSTEMS AND ASSOCIATED EQUIPMENT IN NAVAL AIRCRAFT,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/7/12
US military standards MIL,MIL-DTL-5677-2018(R2019),"Thimbles, Wire-Cable, Aircraft","THIMBLES, WIRE-CABLE, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/5/15
US military standards MIL,MIL-S-6033-1956,"Screws, Self-Tapping Steel, Aircraft","SCREWS, SELF-TAPPING STEEL, AIRCRAFT",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1956/3/20
US military standards MIL,MIL-T-26876-2000,"Tank, Calibrating And Proving, Aircraft Fuel Servicing Meter, 600 Gallon Capacity, Type Md-1","TANK, CALIBRATING AND PROVING, AIRCRAFT FUEL SERVICING METER, 600 GALLON CAPACITY, TYPE MD-1",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2000/5/1
US military standards MIL,MIL-H-7083-1954(R1966),"Hydraulic Fluid, Nonflammable, Aircraft, Hydrolube","HYDRAULIC FLUID, NONFLAMMABLE, AIRCRAFT, HYDROLUBE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1966/9/8
US military standards MIL,MIL-M-48883-1975(R2013),"Mine Dispersing Subsystem Aircraft, Practice, M132","MINE DISPERSING SUBSYSTEM AIRCRAFT, PRACTICE, M132",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/10/18
US military standards MIL,QPL-25769-1983(R1984),"Cleaning Compound,Aircraft Surface,Alkaline Water","CLEANING COMPOUND,AIRCRAFT SURFACE,ALKALINE WATER",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1984/4/12
US military standards MIL,QPL-26517-1976(R2007),"Power Supply, Transformer-Rectifier, Aircraft, General Specification For","POWER SUPPLY, TRANSFORMER-RECTIFIER, AIRCRAFT, GENERAL SPECIFICATION FOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2007/12/11
US military standards MIL,QPL-18767-1965,"Cleaning And Polishing Compound, Transparent-Plastic Aircraft Materials","CLEANING AND POLISHING COMPOUND, TRANSPARENT-PLASTIC AIRCRAFT MATERIALS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1965/7/2
US military standards MIL,DI-MNTY-81067-1990,"Logbooks And Records, Aircraft And Aeronautical Equipment","LOGBOOKS AND RECORDS, AIRCRAFT AND AERONAUTICAL EQUIPMENT",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1990/10/15
US military standards MIL,MIL-B-10955/8-1996,"Badge, Qualification, Aviation, Senior Navigator Or Senior Aircraft Observer, Air Force","BADGE, QUALIFICATION, AVIATION, SENIOR NAVIGATOR OR SENIOR AIRCRAFT OBSERVER, AIR FORCE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/11/15
US military standards MIL,MIL-B-49450/1-1994,"Battery, Rechargeable, Nickel-Cadium, Vented, Aircraft, Bb-716/A, Intercell Connectors","BATTERY, RECHARGEABLE, NICKEL-CADIUM, VENTED, AIRCRAFT, BB-716/A, INTERCELL CONNECTORS",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/11/8
US military standards MIL,MIL-B-49450/2-1994,"Battery, Rechargeable, Nickel-Cadium, Vented, Aircraft, Bb-716/A, Diode Assembly","BATTERY, RECHARGEABLE, NICKEL-CADIUM, VENTED, AIRCRAFT, BB-716/A, DIODE ASSEMBLY",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/11/8
US military standards MIL,MS 26543-1975(R1996),"Tire, Pneumatic, Aircraft. 25 X 6.0 Type V11, (Navy)","TIRE, PNEUMATIC, AIRCRAFT. 25 X 6.0 TYPE V11, (NAVY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MIL-P-6064-1950(R1953),Packaging Of Lighweight Aircraft Accessories,PACKAGING OF LIGHWEIGHT AIRCRAFT ACCESSORIES,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1953/2/24
US military standards MIL,MS 25337-1983(R2005),"Circuit Breaker, Aircraft, Trip-Free, Toggle, 5 Thru 50 Amp","CIRCUIT BREAKER, AIRCRAFT, TRIP-FREE, TOGGLE, 5 THRU 50 AMP",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2005/3/17
US military standards MIL,MS 25436-1964(R2011),"Terminal, Lug, Crimp Style, 90 Degrees Upright Type, For Aluminum Aircraft Wire, Class 1","TERMINAL, LUG, CRIMP STYLE, 90 DEGREES UPRIGHT TYPE, FOR ALUMINUM AIRCRAFT WIRE, CLASS 1",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2011/2/25
US military standards MIL,MIL-PRF-49450/3-1997(R2013),"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A, Belleville Spring","BATTERY, RECHARGEABLE, NICKEL-CADMIUM, VENTED, AIRCRAFT, BB-716/A, BELLEVILLE SPRING",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/11/7
US military standards MIL,MIL-PRF-49450/1-1997(R2013),"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A, Intercell Connectors","BATTERY, RECHARGEABLE, NICKEL-CADMIUM, VENTED, AIRCRAFT, BB-716/A, INTERCELL CONNECTORS",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/11/7
US military standards MIL,MS 14293-1984(R1991),"Wire, Nonelectrical, Hexagon, Alloy Steel 4130 Chrome-Molybdenum (Aircraft Quality)","WIRE, NONELECTRICAL, HEXAGON, ALLOY STEEL 4130 CHROME-MOLYBDENUM (AIRCRAFT QUALITY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/10/29
US military standards MIL,MIL-I-5482-1960(R1999),"Indicators, Pressure, Synchro, Aircraft, 165 - Degree Scale","INDICATORS, PRESSURE, SYNCHRO, AIRCRAFT, 165 - DEGREE SCALE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/9/24
US military standards MIL,MS 27607-1987,"Body, Nitrogen And Pneumatic Servicing Adapter, Us Ground Equipment To Raf Aircraft","BODY, NITROGEN AND PNEUMATIC SERVICING ADAPTER, US GROUND EQUIPMENT TO RAF AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/9/25
US military standards MIL,MS 28797-1987,"Accumulator, Hydraulic, Cylindrical 3000 Psi Aircraft, Type Ii Systems","ACCUMULATOR, HYDRAULIC, CYLINDRICAL 3000 PSI AIRCRAFT, TYPE II SYSTEMS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/12/22
US military standards MIL,MS 29591-1987,"Cooler - Lubricating Oil, Aircraft Engine, Petroleum Base, Tubular, Elliptical","COOLER - LUBRICATING OIL, AIRCRAFT ENGINE, PETROLEUM BASE, TUBULAR, ELLIPTICAL",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/9/14
US military standards MIL,QPL-27715-2020,"Circuit Breaker, Trip-Free, High Temperature, Aircraft General Specification For","Circuit Breaker, Trip-Free, High Temperature, Aircraft General Specification for",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/7/14
US military standards MIL,QPL-8188-2020,"Corrosion-Preventive, Aircraft Turbine Engine, Synthetic Base","Corrosion-Preventive, Aircraft Turbine Engine, Synthetic Base",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/7/6
US military standards MIL,QPL-25677-2005(R2019),"Adapter, Cap, And Nozzle, Pressure Lubricating Oil Servicing, Aircraft, General Specification For","Adapter, Cap, and Nozzle, Pressure Lubricating Oil Servicing, Aircraft, General Specification for",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/10/9
US military standards MIL,QPL-19557-1974(R2019),"Starter; Aircraft Engine, Air Turbine, General Specification For","Starter; Aircraft Engine, Air Turbine, General Specification for",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/5/22
US military standards MIL,QPL-7891-2019,"Filler Valve, Aircraft Oxygen","Filler Valve, Aircraft Oxygen",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/4/1
US military standards MIL,QPL-5530-2014,"Valves, Aircraft Hydraulic Shuttle","Valves, Aircraft Hydraulic Shuttle",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/10/17
US military standards MIL,QPL-26220-1978(R1997),"Batteries, Storage, Aircraft, Nickel-Cadmium","BATTERIES, STORAGE, AIRCRAFT, NICKEL-CADMIUM",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/10/14
US military standards MIL,QPL-5057-1982(R1987),"Light, Panel, Aircraft, Individual Instrument","LIGHT, PANEL, AIRCRAFT, INDIVIDUAL INSTRUMENT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/8/27
US military standards MIL,QPL-18723-1976(R1983),"Wax,, Aircraft, Waterproof, Solvent Type","WAX,, AIRCRAFT, WATERPROOF, SOLVENT TYPE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/5/2
US military standards MIL,MIL-W-5050-1958(R1998),"Walkway, Coating And Matting, Nonslip, Aircraft, Application Of","WALKWAY, COATING AND MATTING, NONSLIP, AIRCRAFT, APPLICATION OF",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/7/30
US military standards MIL,MIL-DTL-22442/21-1998(R2019),"Cable Assembly, Aircraft Audio, Cx-12974/Ar","CABLE ASSEMBLY, AIRCRAFT AUDIO, CX-12974/AR",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/2/11
US military standards MIL,MIL-DTL-22442/3-1998(R2019),"Cable Assembly Radio Frequency (Aircraft Audio), Cable (Retractile)","CABLE ASSEMBLY RADIO FREQUENCY (AIRCRAFT AUDIO), CABLE (RETRACTILE)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/2/14
US military standards MIL,MIL-L-81174/1-1973(R2019),"Light, Landing, Aircraft, Retractable, (Par 64, 28 Or 120 Volt Lamp)","LIGHT, LANDING, AIRCRAFT, RETRACTABLE, (PAR 64, 28 OR 120 VOLT LAMP)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/7/25
US military standards MIL,MIL-B-81757/13-1987(R1997),"Battery, Storage, Aircraft, Nickel-Cadmium 24-Volt, 30 Ampere-Hour","BATTERY, STORAGE, AIRCRAFT, NICKEL-CADMIUM 24-VOLT, 30 AMPERE-HOUR",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/7/30
US military standards MIL,MIL-L-6363/8-1992(R1993),"Lamps, Incandescent, Aircraft Service, Single Contact Midget Flanged Base, T-1-3/4 Bulb","LAMPS, INCANDESCENT, AIRCRAFT SERVICE, SINGLE CONTACT MIDGET FLANGED BASE, T-1-3/4 BULB",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1993/9/3
US military standards MIL,MS 22061-1982(R1997),"Oxygen System, Portable, 96 Cu In. High Pressure, Aircraft","OXYGEN SYSTEM, PORTABLE, 96 CU IN. HIGH PRESSURE, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/8/27
US military standards MIL,MIL-R-8613-1953,"Rocket Launcher, Package, Aircraft Aero 6A","ROCKET LAUNCHER, PACKAGE, AIRCRAFT AERO 6A",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1953/8/17
US military standards MIL,MIL-T-9178-1964(R1971),"Tank, Preoiler, Aircraft Engine, Type B-1A","TANK, PREOILER, AIRCRAFT ENGINE, TYPE B-1A",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1971/7/15
US military standards MIL,MIL-M-81260-1971(R1997),"Manual, Technical: Aircraft/System/Equip.","MANUAL, TECHNICAL: AIRCRAFT/SYSTEM/EQUIP.",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/9/17
US military standards MIL,MS 33601-1991(R1997),"Track And Stud Fitting For Cargo Transport Aircraft, Standard Dimensions For","TRACK AND STUD FITTING FOR CARGO TRANSPORT AIRCRAFT, STANDARD DIMENSIONS FOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/7/23
US military standards MIL,MIL-B-49450/6-1988,"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A, Low Capacity Cell","BATTERY, RECHARGEABLE, NICKEL-CADMIUM, VENTED, AIRCRAFT, BB-716/A, LOW CAPACITY CELL",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/7/19
